trade_count,scan_count,coverage_pct,hit_rate_top3_pct,avg_return_2h,median_return_2h,win_rate_2h,avg_return_4h,median_return_4h,win_rate_4h,avg_return_6h,median_return_6h,win_rate_6h,avg_return_12h,median_return_12h,win_rate_12h,return_per_day,max_drawdown,sharpe_like,return_per_coverage,stability,generalization_score,formula_id,formula_expr,kind,source,eval_split,round_id,split_type,baseline_avg_2h,beats_baseline,round_survivor
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_15m_current_body_pct_gte_9.0914,(1h_current_ma20_distance_pct >= 51.02 AND 15m_current_body_pct >= 9.091),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_15m_current_ma20_distance_pct_gte_17.364729,(1h_current_ma20_distance_pct >= 51.02 AND 15m_current_ma20_distance_pct >= 17.36),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_1h_current_ma20_distance_pct_gte_20.388471,(1h_current_ma20_distance_pct >= 51.02 AND 1h_current_ma20_distance_pct >= 20.39),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_1h_current_ma20_distance_pct_gte_35.705329,(1h_current_ma20_distance_pct >= 51.02 AND 1h_current_ma20_distance_pct >= 35.71),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_2h_current_body_pct_gte_13.739943,(1h_current_ma20_distance_pct >= 51.02 AND 2h_current_body_pct >= 13.74),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_2h_current_body_pct_gte_20.609914,(1h_current_ma20_distance_pct >= 51.02 AND 2h_current_body_pct >= 20.61),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_2h_current_range_pct_gte_14.964243,(1h_current_ma20_distance_pct >= 51.02 AND 2h_current_range_pct >= 14.96),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_2h_current_range_pct_gte_29.928486,(1h_current_ma20_distance_pct >= 51.02 AND 2h_current_range_pct >= 29.93),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_2h_current_range_pct_gte_44.892729,(1h_current_ma20_distance_pct >= 51.02 AND 2h_current_range_pct >= 44.89),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_2h_previous_body_pct_gte_27.479886,(1h_current_ma20_distance_pct >= 51.02 AND 2h_previous_body_pct >= 27.48),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_2h_previous_body_pct_gte_34.349857,(1h_current_ma20_distance_pct >= 51.02 AND 2h_previous_body_pct >= 34.35),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_2h_previous_ma20_distance_pct_gte_65.594714,(1h_current_ma20_distance_pct >= 51.02 AND 2h_previous_ma20_distance_pct >= 65.59),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_2h_previous_return_pct_gte_26.298514,(1h_current_ma20_distance_pct >= 51.02 AND 2h_previous_return_pct >= 26.3),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_30m_current_body_pct_gte_10.647286,(1h_current_ma20_distance_pct >= 51.02 AND 30m_current_body_pct >= 10.65),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_30m_current_body_pct_gte_15.970929,(1h_current_ma20_distance_pct >= 51.02 AND 30m_current_body_pct >= 15.97),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_30m_current_range_pct_gte_12.1684,(1h_current_ma20_distance_pct >= 51.02 AND 30m_current_range_pct >= 12.17),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_30m_current_range_pct_gte_22.8592,(1h_current_ma20_distance_pct >= 51.02 AND 30m_current_range_pct >= 22.86),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_30m_previous_ma20_distance_pct_gte_39.165157,(1h_current_ma20_distance_pct >= 51.02 AND 30m_previous_ma20_distance_pct >= 39.17),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_derived_range_expansion_gte_19.663914,(1h_current_ma20_distance_pct >= 51.02 AND derived_range_expansion >= 19.66),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_derived_range_expansion_gte_8.077786,(1h_current_ma20_distance_pct >= 51.02 AND derived_range_expansion >= 8.078),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SR_1h_current_range_pct_5m_compression_15262639999.999996,(1h_current_ma20_distance_pct >= 51.02 AND 1h_current_range_pct/5m_compression >= 1.526e+10),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SR_1h_current_range_pct_5m_compression_30525279999.999992,(1h_current_ma20_distance_pct >= 51.02 AND 1h_current_range_pct/5m_compression >= 3.053e+10),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,(1h_current_return_pct >= 18.08 AND (1h_current_body_pct - 1h_previous_body_pct) >= 18.78),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SD_1h_current_range_pct_1h_previous_range_pct_gte_21.98114,(1h_current_return_pct >= 18.08 AND (1h_current_range_pct - 1h_previous_range_pct) >= 21.98),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,(1h_current_return_pct >= 18.08 AND (1h_current_range_pct - 1h_previous_range_pct) >= 5.761),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094,(1h_current_return_pct >= 18.08 AND (1h_current_return_pct - 15m_current_return_pct) >= 9.241),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,(1h_current_return_pct >= 18.08 AND (1h_current_return_pct - 15m_current_return_pct) <= -12.63),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,(1h_current_return_pct >= 18.08 AND (2h_current_return_pct - 1h_current_return_pct) >= 13.62),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_15m_current_body_pct_gte_13.6371,(1h_current_return_pct >= 18.08 AND 15m_current_body_pct >= 13.64),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_15m_current_body_pct_gte_9.0914,(1h_current_return_pct >= 18.08 AND 15m_current_body_pct >= 9.091),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_15m_current_ma20_distance_pct_gte_17.364729,(1h_current_return_pct >= 18.08 AND 15m_current_ma20_distance_pct >= 17.36),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_15m_current_ma20_distance_pct_gte_26.750886,(1h_current_return_pct >= 18.08 AND 15m_current_ma20_distance_pct >= 26.75),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_15m_current_return_pct_gte_10.127714,(1h_current_return_pct >= 18.08 AND 15m_current_return_pct >= 10.13),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_1h_current_ma20_distance_pct_gte_20.388471,(1h_current_return_pct >= 18.08 AND 1h_current_ma20_distance_pct >= 20.39),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_1h_current_ma20_distance_pct_gte_35.705329,(1h_current_return_pct >= 18.08 AND 1h_current_ma20_distance_pct >= 35.71),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_1h_current_ma20_distance_pct_gte_51.022186,(1h_current_return_pct >= 18.08 AND 1h_current_ma20_distance_pct >= 51.02),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_1h_current_return_pct_gte_8.969214,(1h_current_return_pct >= 18.08 AND 1h_current_return_pct >= 8.969),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_current_body_pct_gte_13.739943,(1h_current_return_pct >= 18.08 AND 2h_current_body_pct >= 13.74),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_current_body_pct_gte_20.609914,(1h_current_return_pct >= 18.08 AND 2h_current_body_pct >= 20.61),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_current_body_pct_gte_27.479886,(1h_current_return_pct >= 18.08 AND 2h_current_body_pct >= 27.48),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_current_range_pct_gte_14.964243,(1h_current_return_pct >= 18.08 AND 2h_current_range_pct >= 14.96),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_current_range_pct_gte_29.928486,(1h_current_return_pct >= 18.08 AND 2h_current_range_pct >= 29.93),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_current_range_pct_gte_44.892729,(1h_current_return_pct >= 18.08 AND 2h_current_range_pct >= 44.89),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_previous_body_pct_gte_27.479886,(1h_current_return_pct >= 18.08 AND 2h_previous_body_pct >= 27.48),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_previous_body_pct_gte_34.349857,(1h_current_return_pct >= 18.08 AND 2h_previous_body_pct >= 34.35),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_previous_ma20_distance_pct_gte_65.594714,(1h_current_return_pct >= 18.08 AND 2h_previous_ma20_distance_pct >= 65.59),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_previous_return_pct_gte_26.298514,(1h_current_return_pct >= 18.08 AND 2h_previous_return_pct >= 26.3),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_30m_current_body_pct_gte_10.647286,(1h_current_return_pct >= 18.08 AND 30m_current_body_pct >= 10.65),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_30m_current_body_pct_gte_15.970929,(1h_current_return_pct >= 18.08 AND 30m_current_body_pct >= 15.97),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_30m_current_range_pct_gte_12.1684,(1h_current_return_pct >= 18.08 AND 30m_current_range_pct >= 12.17),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_30m_current_range_pct_gte_22.8592,(1h_current_return_pct >= 18.08 AND 30m_current_range_pct >= 22.86),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_30m_previous_ma20_distance_pct_gte_39.165157,(1h_current_return_pct >= 18.08 AND 30m_previous_ma20_distance_pct >= 39.17),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_derived_range_expansion_gte_19.663914,(1h_current_return_pct >= 18.08 AND derived_range_expansion >= 19.66),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_derived_range_expansion_gte_8.077786,(1h_current_return_pct >= 18.08 AND derived_range_expansion >= 8.078),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SR_1h_current_range_pct_5m_compression_15262639999.999996,(1h_current_return_pct >= 18.08 AND 1h_current_range_pct/5m_compression >= 1.526e+10),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_18.082043_SR_1h_current_range_pct_5m_compression_30525279999.999992,(1h_current_return_pct >= 18.08 AND 1h_current_range_pct/5m_compression >= 3.053e+10),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_8.969214_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,(1h_current_return_pct >= 8.969 AND (1h_current_body_pct - 1h_previous_body_pct) >= 18.78),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_8.969214_SD_1h_current_range_pct_1h_previous_range_pct_gte_21.98114,(1h_current_return_pct >= 8.969 AND (1h_current_range_pct - 1h_previous_range_pct) >= 21.98),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_8.969214_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,(1h_current_return_pct >= 8.969 AND (1h_current_range_pct - 1h_previous_range_pct) >= 5.761),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_8.969214_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,(1h_current_return_pct >= 8.969 AND (1h_current_return_pct - 15m_current_return_pct) <= -12.63),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_8.969214_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,(1h_current_return_pct >= 8.969 AND (2h_current_return_pct - 1h_current_return_pct) >= 13.62),ast,and_pair,regime,regime_bear,regime,,False,
265,53,100.0,35.09,2.6172,1.9241,38.11,3.1144,1.8554,42.26,2.6351,0.4267,36.6,3.4461,0.4058,40.38,46.2363,-30.7973,5.8462,2.6172,2.2861,0.9149,SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_15m_current_body_pct_gte_13.6371,(1h_current_return_pct >= 8.969 AND 15m_current_body_pct >= 13.64),ast,and_pair,regime,regime_bear,regime,,False,
